reviewed,entry type,key,author,editor,translator,title,year,pages,abstract,doi,volume,issn,journal,number,keywords,publisher,isbn,url,booktitle,shorttitle,eprint,arxivid,archiveprefix,pmid,annote,edition,address,type,month,series,institution,howpublished,organization,school,qualityassured,urldate,date,tags,file
,article,ISI:000180224400015,Y Y Yusuf and  E O Adeleye,,,"A comparative study of lean and agile manufacturing with a related survey of current practices in the UK","2002","4545--4562","In response to changing success factors and environmental pressures,companies are aspiring to break out of mass production and become leanor agile. Whereas performance enhancements of lean practices have beendemonstrated, it is now the case that markets have become increasinglycharacterized by turbulence, a situation in which reliance on leanpractices is insufficient, and that survival requires adoption of agilepractices. As a result, a comparative study of lean and agilemanufacturing with a related survey of current practices in the UK wascarried out, the results of which is presented in this paper. The paperexplored the threats to lean and the drivers of agile manufacturing.Using data from a questionnaire survey, four hypotheses were tested,which was indicative of the benefits of agile manufacturing. In contrastto their lean counterparts, agile companies paid attention to a widerrange of competitive capabilities. They therefore had a lower range ofmean scores on competitive capabilities. Independent sample tests ofsignificant difference in business performance measures revealed thatthe agile companies consistently outperformed their lean competitors onall business performance measures studied. In addition, a wider range ofcompetitive capabilities and performance measures of the agile companiescorrelated significantly and positively whilst such correlation wasobserved for only a narrow range of capabilities and performancemeasures for lean companies. The results suggest that competingsimultaneously on multiple competitive capabilities enhance performancebetter than a rather narrow focus on cost and quality.","10.1080/00207540210157141","40","0020-7543","INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH","17", ,"TAYLOR & FRANCIS LTD", , , , , , , , , , ,"4 PARK SQUARE, MILTON PARK,, ABINGDON OX14 4RN, OXON, ENGLAND","Article","nov", , , , , , , , ,"",""
,article,ISI:000241037900009,Balasubramaniam Ramesh and Lan Cao and Kannan Mohan and  Peng Xu,,,"Can distributed software development be agile?","2006","41--46", ,"10.1145/1164394.1164418","49","0001-0782","COMMUNICATIONS OF THE ACM","10", ,"ASSOC COMPUTING MACHINERY", , , , , , , , , , ,"1515 BROADWAY, NEW YORK, NY 10036 USA","Article","oct", , , , , , , , ,"",""
,article,ISI:000171886500026,A Cockburn and  J Highsmith,,,"Agile software development: The people factor","2001","131--133", ,"10.1109/2.963450","34","0018-9162","COMPUTER","11", ,"IEEE COMPUTER SOC", , , , , , , , , , ,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1314 USA","Editorial Material","nov", , , , , , , , ,"",""
,article,ISI:000178991000007,M Lemaitre and G Verfaillie and F Jouhaud and J M Lachiver and  N Bataille,,,"Selecting and scheduling observations of agile satellites","2002","367--381","This article concerns the problem of managing the new generation ofAgile Earth Observing Satellites (AEOS). This kind of satellites ispresently studied by the French Centre National d'Etudes Spatiales(PLEIADES project). The mission of an Earth Observing Satellite is toacquire images of specified areas on the Earth surface, in response toobservation requests from customers. Whereas non-agile satellites suchas SPOT5 have only one degree of freedom for acquiring images, the newgeneration satellites have three, giving opportunities for a moreefficient use of the satellite imaging capabilities. Counterwise to thisadvantage, the selection and scheduling of observations becomessignificantly more difficult, due to the larger search space forpotential solutions. Hence, selecting and scheduling observations ofagile satellites is a highly combinatorial problem. This article setsout the overall problem and analyses its difficulties. Then it presentsdifferent methods which have been investigated in order to solve asimplified version of the complete problem: a greedy algorithm, adynamic programming algorithm, a constraint programming approach and alocal search method. (C) 2002 Editions scientifiques et medicalesElsevier SAS. All rights reserved.","10.1016/S1270-9638(02)01173-2","6","1270-9638","AEROSPACE SCIENCE AND TECHNOLOGY","5","Earth Observing Satellite; agile satellite; missio","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER", , , , , , , , , , ,"23 RUE LINOIS, 75724 PARIS, FRANCE","Article","sep", , , , , , , , ,"",""
,book,yyk15,Neha Yadav and Anupam Yadav and  Manoj Kumar,,,"An Introduction to Neural Network Methods for Differential Equations","2015","13--15","Here we are presenting a brief history of neural networks, given in Haykin (Neural networks: a comprehensive foundation, 2002) [7], Zurada (Introduction to artificial neural systems, 2001) [8], Nielsen (Neurocomputing, 1990 [9] in terms of the development of architectures and algorithms that are widely used today. The history of neural networks has been divided in four stages: Beginning of neural networks, First golden age, Quiet Years and Renewed enthusiasm which shows the interplay among biological experimentation, modeling and computer simulation, hardware implementation.", ,"16","21915318", , ,"ADALINE,Biological modeling,Neurocomputing,Pattern recognition,Perceptron,Signal processing","Springer","9789401798150","http://www.scopus.com/inward/record.url?eid=2-s2.0-84924190922&partnerID=tZOtx3y1","SpringerBriefs in Applied Sciences and Technology", , , , , , , ,"Traducao. [s.l.]", , , , , , , , , , ,"",""
,article,wang2017tacotron,Yuxuan Wang and R J Skerry-Ryan and Daisy Stanton and Yonghui Wu and Ron J Weiss and Navdeep Jaitly and Zongheng Yang and Ying Xiao and Zhifeng Chen and Samy Bengio and  Quoc Le,,,"Tacotron: Towards end-To-end speech synthesis","2017","4006--4010","A text-To-speech synthesis system typically consists of multiple stages, such as a text analysis frontend, an acoustic model and an audio synthesis module. Building these components often requires extensive domain expertise and may contain brittle design choices. In this paper, we present Tacotron, an end-Toend generative text-To-speech model that synthesizes speech directly from characters. Given <text, audio> pairs, the model can be trained completely from scratch with random initialization. We present several key techniques to make the sequenceto-sequence framework perform well for this challenging task. Tacotron achieves a 3.82 subjective 5-scale mean opinion score on US English, outperforming a production parametric system in terms of naturalness. In addition, since Tacotron generates speech at the frame level, it's substantially faster than samplelevel autoregressive methods.","10.21437/Interspeech.2017-1452","2017-Augus","19909772","Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH", ,"Sequence-To-sequence,Text-To-speech synthesis,end-To-end model.,speech synthesis,state of the art", , ,"http://arxiv.org/abs/1703.10135", , ,"1703.10135","1703.10135","arXiv", , , , , , , , , , , , , , ,"#corrupted author,state of the art,speech synthesis","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/2017 Tacotron Towards End-to-End Speech Synthesis - Wang et al.pdf"
,article,2002ElejabarrietaCoupled,M J Elejabarrieta and A Ezcurra and  C Santamarıa,,,"Coupled modes of the resonance box of the guitar","2002","2283","Vibrations of the resonance box of the guitar have been studied by means of the modal analysis technique and the finite-element method. An expert craftsman constructed the guitar box with all the structures, internal and external, characteristic of a real instrument for the experimental measurements. The boundary conditions were chosen in order to clarify the soundboard-back interaction only via the internal air coupling. The numerical model allows one to study the influence of each component on the whole box, and the contribution of the modes of the components (wooden box and its parts, and air), to the coupled modes by calculating their participation factors. The coupled modes of the guitar box are discussed taking into account both the finite-element and modal analysis results. \textcopyright2002 Acoustical Society of America.","10.1121/1.1470163","111","00014966","The Journal of the Acoustical Society of America","5", , , , , , , , , ,"12051448", , , , , , , , , , , , , ,"#corrupted author","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Acoustics/Guitar/2002 Coupled modes of the resonance box of the guitar - Elejabarrieta et al..pdf"
,book,2018BoydIntroduction,Jessica Leung and  Dmytro Matsypura,,,"Introduction to Applied Linear Algebra: Vectors, Matrices, and Least Squares DRAFT","2020", ,"This groundbreaking textbook combines straightforward explanations with a wealth of practical examples to offer an innovative approach to teaching linear algebra. Requiring no prior knowledge of the subject, it covers the aspects of linear algebra – vectors, matrices, and least squares – that are needed for engineering applications, discussing examples across data science, machine learning and artificial intelligence, signal and image processing, tomography, navigation, control, and finance. The numerous practical exercises throughout allow students to test their understanding and translate their knowledge into solving real-world problems, with lecture slides, additional computational exercises in Julia and MATLAB, and data sets accompanying the book online at https://web.stanford.edu//textasciitilde boyd/vmls/. Suitable for both one-semester and one-quarter courses, as well as self-study, this self-contained text provides beginning students with the foundation they need to progress to more advanced study.", , , , , , ,"Cambridge University Press", , , ,"Introduction to Applied Linear Algebra", , , , , ,"1 edition", , , , , , , , , , , ,"",""
,article,1985RumelhartLearning,D E Rumelhart and G E Hinton and  R J Williams,,,"Learning Internal Representations by Error Propagation","2013","399--421", ,"10.1016/B978-1-4832-1446-7.50035-2","1985", ,"Readings in Cognitive Science: A Perspective from Psychology and Artificial Intelligence", , , ,"1558600132", , , , , , , , , , ,"resreport", , ,"California Univ San Diego La Jolla Inst for Cognitive Science", , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/rename manually/1985RumelhartLearning Learning Internal Representations by Error Propagation.pdf"
,book,2017PattersonDeep,Josh Patterson and  Adam Gibson,,,"Deep Learning: A Practitioner's Approach", , , , ,"2017", , , , ,"O'Reilly Media, Inc.","9781491914250","https://www.ebook.de/de/product/23640784/adam///////%5C%5C_gibson///////%5C%5C_josh///////%5C%5C_patterson///////%5C%5C_deep///////%5C%5C_learning///////%5C%5C_the///////%5C%5C_definitive///////%5C%5C_guide.html", , , , , , , ,"1", , , , , , , , , , , ,"",""
,article,2017YuLearning,Adams Wei Yu and Hongrae Lee and  Quoc V Le,,,"Learning to skim text","2017", ,"Recurrent Neural Networks are showing much promise in many sub-areas of natural language processing, ranging from document classification to machine translation to automatic question answering. Despite their promise, many recurrent models have to read the whole text word by word, making it slow to handle long documents. For example, it is difficult to use a recurrent network to read a book and answer questions about it. In this paper, we present an approach of reading text while skipping irrelevant information if needed. The underlying model is a recurrent network that learns how far to jump after reading a few words of the input text. We employ a standard policy gradient method to train the model to make discrete jumping decisions. In our benchmarks on four different tasks, including number prediction, sentiment analysis, news article classification and automatic Q&A, our proposed model, a modified LSTM with jumping, is up to 6 times faster than the standard sequential LSTM, while maintaining the same or even better accuracy.", , ,"23318422","arXiv", , , , ,"http://arxiv.org/abs/1704.06877", , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/Carnegie Mellon University - Yu et al.pdf"
